iter	Logloss
331	0.1720796937
332	0.1717113555
333	0.1715276242
334	0.1713030315
335	0.1710821831
336	0.1708328938
337	0.1706438389
338	0.1703940526
339	0.1700079065
340	0.1698072265
341	0.1695328097
342	0.1691314898
343	0.1687951636
344	0.1685256812
345	0.1682120984
346	0.1678598095
347	0.1674764734
348	0.1671351783
349	0.1668517992
350	0.1666051382
351	0.1662626998
352	0.1658733181
353	0.1656589609
354	0.1652888415
355	0.1649632777
356	0.1646842968
357	0.1644146052
358	0.1641997501
359	0.1639754454
360	0.1636443244
361	0.1631572111
362	0.1628684345
363	0.1625331875
364	0.1622431115
365	0.1618660428
366	0.1615826061
367	0.1612701991
368	0.1609461119
369	0.1607070814
370	0.1604428759
371	0.1602651459
372	0.160043459
373	0.1596578921
374	0.1593045419
375	0.1589087584
376	0.1585620091
377	0.1583355509
378	0.1581396511
379	0.1578016539
380	0.157543805
381	0.1572536326
382	0.1569551295
383	0.1565506484
384	0.1562629707
385	0.1559291732
386	0.155655587
387	0.15529584
388	0.1550705303
389	0.1548020468
390	0.1544832337
391	0.1542227208
392	0.1539578387
393	0.1537848203
394	0.1535927825
395	0.1532818113
396	0.153028625
397	0.1527064675
398	0.1524385771
399	0.1521707698
400	0.1520066765
401	0.1517733752
402	0.1514736595
403	0.1511634831
404	0.1509791775
405	0.1508391289
406	0.1504846651
407	0.1502037158
408	0.1500131
409	0.149829942
410	0.1495563169
411	0.1492233523
412	0.1490016484
413	0.1487452446
414	0.1485042191
415	0.1483017595
416	0.148019027
417	0.1477734812
418	0.1475650665
419	0.147391526
420	0.1471483891
421	0.1468249724
422	0.1464378018
423	0.1460663482
424	0.1457768046
425	0.1453887355
426	0.145090739
427	0.1447929181
428	0.1442660613
429	0.144026068
430	0.1437607149
431	0.1433779499
432	0.1431501339
433	0.1428331033
434	0.1426251346
435	0.1424353894
436	0.1420773846
437	0.1418429168
438	0.1416037335
439	0.1413959289
440	0.1411797844
441	0.1408766579
442	0.1406625698
443	0.1403643598
444	0.1401778865
445	0.1398877968
446	0.1396857101
447	0.1395719147
448	0.1394205455
449	0.139128729
450	0.1388723687
451	0.1387521711
452	0.1384652149
453	0.1381538291
454	0.1378828285
455	0.1375280071
456	0.137283744
457	0.1371056361
458	0.136795689
459	0.1364938594
460	0.1361840232
461	0.1360411349
462	0.1356847329
463	0.1355195725
464	0.1353018246
465	0.135047859
466	0.1347705575
467	0.1345754913
468	0.1343871918
469	0.1340886607
470	0.1338111523
471	0.1335070811
472	0.133246813
473	0.132987278
474	0.1328121855
475	0.1325555098
476	0.132381625
477	0.1322174319
478	0.1320293854
479	0.131903637
480	0.1316955378
481	0.1313924363
482	0.1312309253
483	0.131010201
484	0.1308167574
485	0.1306109337
486	0.1303852527
487	0.1302072781
488	0.1299195341
489	0.1296570242
490	0.1294352483
491	0.1290966915
492	0.1288849236
493	0.128757631
494	0.1284870033
495	0.1283429237
496	0.1281021093
497	0.1278468024
498	0.1276337483
499	0.1273212108
500	0.1271411829
501	0.1268843236
502	0.126694165
503	0.1264873666
504	0.1263435803
505	0.1261825309
506	0.1260577842
507	0.1258194861
508	0.1257074268
509	0.1254333033
510	0.1252321944
511	0.1250627882
512	0.1248738804
513	0.1246780878
514	0.1245047273
515	0.1242868016
516	0.1240465238
517	0.1238213329
518	0.1235314856
519	0.123298136
520	0.1230807318
521	0.1228781029
522	0.1226294851
523	0.1224670883
524	0.1223136452
525	0.122218839
526	0.1220994638
527	0.121875934
528	0.1216960832
529	0.1215581266
530	0.1214449563
531	0.1212149405
532	0.1209384109
533	0.1207101893
534	0.1204901861
535	0.1203171838
536	0.1201168236
537	0.1197582451
538	0.1196288173
539	0.1195301519
540	0.1192385479
541	0.1190109245
542	0.1188101461
543	0.1186393598
544	0.1184600825
545	0.1182805292
546	0.1180627909
547	0.117902965
548	0.1176907522
549	0.1174887418
550	0.1173276602
551	0.1170742146
552	0.1169038996
553	0.1167181126
554	0.1165407588
555	0.1164086814
556	0.1162536172
557	0.1160540781
558	0.1158045811
559	0.1156518524
560	0.115433256
561	0.1153312777
562	0.1151840981
563	0.1150149972
564	0.1148148823
565	0.1146700615
566	0.1144688017
567	0.114286661
568	0.1141369258
569	0.1139118125
570	0.1136469027
571	0.1134331669
572	0.1132631644
573	0.1130310399
574	0.1128152483
575	0.1126605254
576	0.1124771912
577	0.1123084599
578	0.1121274903
579	0.1119769386
580	0.1117686439
581	0.1116466439
582	0.1114681587
583	0.1112405479
584	0.1110571496
585	0.1109290864
586	0.1107425762
587	0.1105654304
588	0.1103836423
589	0.1102356957
590	0.1100525504
591	0.1098911444
592	0.1097356949
593	0.1095097837
594	0.1093731965
595	0.1091863827
596	0.1090092245
597	0.1088955651
598	0.108713229
599	0.1085477581
600	0.1083244215
601	0.1080877879
602	0.107779871
603	0.1076829312
604	0.1074496752
605	0.1072506437
606	0.1071269301
607	0.1069530517
608	0.1067110356
609	0.1064884714
610	0.1063659909
611	0.1062029377
612	0.1060000654
613	0.1058030331
614	0.1056914601
615	0.1054963284
616	0.1053538808
617	0.1051796749
618	0.1050318836
619	0.1048895638
620	0.1047172065
621	0.1045681071
622	0.1044484719
623	0.1042430524
624	0.1040322851
625	0.1039479266
626	0.1038212815
627	0.1037001125
628	0.1034998307
629	0.1033272485
630	0.1031514119
631	0.1030443631
632	0.1029160633
633	0.1026465161
634	0.1025059841
635	0.102349247
636	0.1021370713
637	0.1019858714
638	0.1017513431
639	0.1015758121
640	0.1013631177
641	0.1011631748
642	0.1010429989
643	0.1009014975
644	0.1007438996
645	0.1005633686
646	0.1005009364
647	0.1004256651
648	0.1002302492
649	0.1000574602
650	0.09995248255
651	0.09981748044
652	0.09968090447
653	0.09951323349
654	0.09933803245
655	0.09919107618
656	0.09909944395
657	0.09888971923
658	0.09866105199
659	0.09853810615
660	0.09837117613
661	0.09808731055
662	0.09803124341
663	0.09789901472
664	0.09772457722
665	0.09754932379
666	0.09741716874
667	0.09728321609
668	0.09716131169
669	0.09705617909
670	0.09692346943
671	0.09679972656
672	0.09668025446
673	0.09646576992
674	0.09630889331
675	0.09614695891
676	0.09598652157
677	0.09578275346
678	0.09559078597
679	0.0954439252
680	0.09531351067
681	0.09516766231
682	0.09498120035
683	0.09477902629
684	0.09461582839
685	0.09441527808
686	0.09423578775
687	0.0941261854
688	0.09400407968
689	0.09382485952
690	0.09368680843
691	0.09355186116
692	0.09338898076
693	0.09320901632
694	0.09311456696
695	0.09291071992
696	0.09271887617
697	0.09260975914
698	0.09246306987
699	0.09234323913
700	0.09222837469
701	0.09207046448
702	0.0919843765
703	0.09186055635
704	0.09176670332
705	0.09168338237
706	0.09156892114
707	0.09142778028
708	0.09129990021
709	0.09112575028
710	0.09101709128
711	0.09093886715
712	0.09083060627
713	0.09068839
714	0.09055843576
715	0.09044140809
716	0.09028258496
717	0.09004429044
718	0.08991051954
719	0.0897959805
720	0.08962523845
721	0.08954386261
722	0.08936085223
723	0.08924686845
724	0.08910272243
725	0.08898214672
726	0.08886090555
727	0.08874749377
728	0.08857837811
729	0.08845522607
730	0.08837722258
731	0.08821099517
732	0.08805120417
733	0.08793708943
734	0.08779797786
735	0.08770616215
736	0.08763000411
737	0.0874789303
738	0.08736082224
739	0.08725405828
740	0.08717014599
741	0.08701448986
742	0.08686578763
743	0.08677333415
744	0.08665723509
745	0.08652914119
746	0.08634011703
747	0.0862376486
748	0.08607120267
749	0.0859654248
750	0.08582351913
751	0.0857395443
752	0.08557057923
753	0.08539408667
754	0.08521813221
755	0.08509450328
756	0.08494431891
757	0.08483966519
758	0.08468581522
759	0.08460394272
760	0.08445741172
761	0.08434942962
762	0.08427040803
763	0.08413192062
764	0.08400706169
765	0.08382922973
766	0.08369862708
767	0.08352695889
768	0.08343790554
769	0.0833128246
770	0.08315907973
771	0.08312041532
772	0.08303098358
773	0.08295039485
774	0.0828693179
775	0.08277196292
776	0.08263487033
777	0.08249131381
778	0.08238382564
779	0.08222316819
780	0.08213453734
781	0.08207549219
782	0.0818963436
783	0.08177566426
784	0.08167075885
785	0.08152836959
786	0.08137458023
787	0.08132513963
788	0.08121850886
789	0.08114181141
790	0.08096692281
791	0.08089329134
792	0.08074251436
793	0.08066907158
794	0.0805911346
795	0.08046611296
796	0.0803801901
797	0.08025304207
798	0.08014436719
799	0.08006760926
800	0.07992037423
801	0.07979135126
802	0.07967090775
803	0.07959591888
804	0.07950484291
805	0.0793813685
806	0.07921745715
807	0.07909456636
808	0.0789882493
809	0.07885599088
810	0.07874457444
811	0.07860875394
812	0.07850333987
813	0.07836296805
814	0.07820839811
815	0.07806371157
816	0.07793591574
817	0.07781556445
818	0.07770027191
819	0.07759174025
820	0.07749852511
821	0.07731321179
822	0.0772431726
823	0.07716736562
824	0.07707096668
825	0.07692954827
826	0.07679436575
827	0.07670741716
828	0.07665286584
829	0.07654869033
830	0.0764634392
831	0.07632448219
832	0.0762400914
833	0.07607708521
834	0.07597099796
835	0.0758564628
836	0.07567527939
837	0.07553032157
838	0.0754004412
839	0.07534825153
840	0.07523861133
841	0.07515033813
842	0.07508140962
843	0.07496566634
844	0.07485412341
845	0.07471878852
846	0.07461852046
847	0.07451808967
848	0.0743779341
849	0.07426548139
850	0.07414151455
851	0.07407117359
852	0.07399386486
853	0.07390050417
854	0.07380787016
855	0.07369936158
856	0.07361161687
857	0.07355545815
858	0.07344429205
859	0.07336249567
860	0.07321608143
861	0.07311725553
862	0.07302497117
863	0.07290353301
864	0.07280437741
865	0.07268699245
866	0.07260235328
867	0.07249665246
868	0.07240845522
869	0.072268137
870	0.07214190924
871	0.0720564076
872	0.07196919523
873	0.07183396166
874	0.0717381909
875	0.07164281786
876	0.07155932215
877	0.07149940054
878	0.07141295287
879	0.07134387601
880	0.07127953684
881	0.0711545277
882	0.07101750175
883	0.0709267034
884	0.0708077924
885	0.07068077358
886	0.07055300033
887	0.07044745594
888	0.07032160357
889	0.0701920034
890	0.07008696818
891	0.06995085484
892	0.0698382641
893	0.06973527935
894	0.06965610043
895	0.06951960016
896	0.06940482692
897	0.06931120314
898	0.06919296654
899	0.06906719504
900	0.06891454054
901	0.06874514929
902	0.06865552799
903	0.06853570664
904	0.06845493548
905	0.0683387622
906	0.06824253099
907	0.06814460465
908	0.06807678324
909	0.06796479296
910	0.06783407103
911	0.06775903208
912	0.06766824788
913	0.06757782301
914	0.06748762541
915	0.06738090911
916	0.0672932123
917	0.06718898229
918	0.06708059027
919	0.06699294092
920	0.06688378509
921	0.06681119847
922	0.06674656224
923	0.06662232779
924	0.0664983464
925	0.06638660361
926	0.06631387399
927	0.06623347162
928	0.06609885913
929	0.06600567316
930	0.06590502902
931	0.06582091519
932	0.06576187086
933	0.0656809204
934	0.06555930856
935	0.06548313973
936	0.06536582977
937	0.06526422901
938	0.06518605129
939	0.06510035366
940	0.06498654772
941	0.06488209437
942	0.06477776216
943	0.06469984143
944	0.06463439186
945	0.06456233186
946	0.06442694007
947	0.06437521041
948	0.06430694668
949	0.06422679486
950	0.06409385324
951	0.06401544307
952	0.06392837046
953	0.06385198717
954	0.06377378569
955	0.06367216338
956	0.06355899056
957	0.06342651976
958	0.06336850664
959	0.06331712929
960	0.06324287668
961	0.06316013478
962	0.0630913817
963	0.06300133823
964	0.06293933385
965	0.06285703118
966	0.06275019993
967	0.06268833842
968	0.06258222539
969	0.06247753936
970	0.06238419645
971	0.06230320339
972	0.06221608188
973	0.06211275913
974	0.06202397553
975	0.06197533008
976	0.06188313272
977	0.06179820315
978	0.06174597302
979	0.06168061207
980	0.06161013243
981	0.06154091155
982	0.06146038576
983	0.06136608166
984	0.06129466966
985	0.06121101409
986	0.06113017959
987	0.06108262679
988	0.06097658896
989	0.06086098758
990	0.06070859284
991	0.06063677956
992	0.06052526214
993	0.06044087425
994	0.06038694581
995	0.06030388523
996	0.06020595667
997	0.06008922178
998	0.06001374488
999	0.05992389984
1000	0.05984852843
1001	0.05975517787
1002	0.0596775455
1003	0.05962767406
1004	0.05955615831
1005	0.0594663791
1006	0.05935752328
1007	0.0592805135
1008	0.05919312964
1009	0.05902075566
1010	0.05895991989
1011	0.05889798729
1012	0.05879944351
1013	0.05872482307
1014	0.0586460595
1015	0.05856089765
1016	0.05848231316
1017	0.05842687125
1018	0.05830632316
1019	0.0582116709
1020	0.05812407928
1021	0.05805409412
1022	0.05796001651
1023	0.05785515744
1024	0.05777505656
1025	0.05771479356
1026	0.05764587341
1027	0.05757341312
1028	0.05749051483
1029	0.05741662356
1030	0.05730844982
1031	0.05722130687
1032	0.05716605252
1033	0.05708142106
1034	0.05702118951
1035	0.05694294591
1036	0.05689457048
1037	0.05682807811
1038	0.05674261055
1039	0.05669252788
1040	0.05660864409
1041	0.05650398394
1042	0.05641582047
1043	0.05633138976
1044	0.05627132251
1045	0.05618736923
1046	0.05611513108
1047	0.05606025696
1048	0.05599036031
1049	0.05588566015
1050	0.05579858768
1051	0.05574082813
1052	0.05568538447
1053	0.05567117405
1054	0.05561602926
1055	0.05556913705
1056	0.0554908684
1057	0.05541340276
1058	0.05535661306
1059	0.05527377427
1060	0.05520301635
1061	0.05513398964
1062	0.05507834281
1063	0.05499743248
1064	0.05493753926
1065	0.05483983095
1066	0.05477477826
1067	0.05471851401
1068	0.05462998366
1069	0.05457125802
1070	0.05449194849
1071	0.05439589731
1072	0.05430931329
1073	0.05421242895
1074	0.05408996861
1075	0.05402120964
1076	0.05397044794
1077	0.05391963367
1078	0.05385784065
1079	0.05380681464
1080	0.05371053306
1081	0.05365129409
1082	0.05360910741
1083	0.05355784336
1084	0.05345878124
1085	0.0533996463
1086	0.05333474562
1087	0.05327565443
1088	0.05321727209
1089	0.05315009891
1090	0.05309162647
1091	0.05304242149
1092	0.05297104073
1093	0.05290809151
1094	0.05283233294
1095	0.05280098341
1096	0.05274274846
1097	0.0526558155
1098	0.05256798748
1099	0.05250680987
1100	0.05244865399
1101	0.05236487411
1102	0.05227648571
1103	0.05218769916
1104	0.05209646464
1105	0.05200720153
1106	0.05195261235
1107	0.05186331056
1108	0.05184400611
1109	0.05176705258
1110	0.05165729175
1111	0.05162189299
1112	0.0515717762
1113	0.05153227132
1114	0.05150282058
1115	0.05147956533
1116	0.05142562066
1117	0.05134941099
1118	0.05131685194
1119	0.05126243524
1120	0.05118500538
1121	0.05110571231
1122	0.05103840972
1123	0.0509506581
1124	0.05089497467
1125	0.05084446999
1126	0.05080487236
1127	0.05069372827
1128	0.05060039774
1129	0.05055239308
1130	0.05050464269
1131	0.0504457071
1132	0.05041445398
1133	0.05037472904
1134	0.05027383048
1135	0.05022898397
1136	0.05016509505
1137	0.05012567497
1138	0.05008080905
1139	0.04999482424
1140	0.04992393309
1141	0.04985680284
1142	0.0497676172
1143	0.04968128783
1144	0.04961760896
1145	0.04953660176
1146	0.04947734766
1147	0.04942824191
1148	0.0493875818
1149	0.04934015754
1150	0.04928677935
1151	0.04920007627
1152	0.04914908102
1153	0.04909432072
